Permit Number,Permit Application Type,Date Issued,Building Use,Work Class,Cost of Construction,Number of Units,Number of Stories,Stats Can # of Units Lost,Location,LocType,Subdivision Code,Name,Contact Type Description,Construction Type
PRFR202503125,Foundation Repair,2025-11-04 00:00:00,Residential,Alteration and improvements,10000,0,0,,"3210 MARGARET ROAD, REGINA, SK S4V1G6",Address,University Park East,TECHNIQUE CONSTRUCTION INC. - KEVIN WASSILL,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202503154,Foundation Repair,2025-11-04 00:00:00,Residential,Alteration and improvements,3770,0,0,,"7 MATHESON CRESCENT, REGINA, SK S4R5C3",Address,Normanview,AAA SOLID FOUNDATION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRMH202503071,Plumbing,2025-11-04 00:00:00,Residential,Mechanical,25000,0,0,,"2865 MCDONALD STREET, REGINA, SK S4N3A1",Address,Assiniboia  Place,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202501282,Renovation/Alteration,2025-11-04 00:00:00,Residential,Alteration and improvements,2000,0,0,,"2809 MCDONALD STREET, REGINA, SK S4N3A1",Address,Assiniboia  Place,NORD WEST STUCCO LTD.,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202502857,Renovation/Alteration,2025-11-04 00:00:00,Commercial,Alteration and improvements,103608,0,0,,"1000 FLEURY STREET, REGINA, SK S4N4W8",Address,Industrial Ross,2083876 ALBERTA LTD.,Property Owner,"460-Storage building; warehouse (for storage purposes only), industrial mall, grain elevator, locker rental, silo, quonset, refrigerated storage terminal"
PRSF202503075,Single/Semi-Detached Dwelling 1-2 units,2025-11-04 00:00:00,Residential,New construction,173800,1,2,,"3024 DUMONT WAY, REGINA, SK S4V4E4",Address,The Towns,CITY OF REGINA,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202502841,Secondary Suite,2025-11-04 00:00:00,Residential,Alteration and improvements,50000,1,0,,"3902 GREEN DIAMOND ROAD, REGINA, SK S4V3T3",Address,The Greens on Gardiner,REDACTED,Property Owner,335-Row House - Condominium
PRBS202503145,Basement Development,2025-11-05 00:00:00,Residential,Alteration and improvements,30000,0,0,,"3618 MCCALLUM AVENUE, REGINA, SK S4S0S5",Address,Lakeview A,CREEK CONSTRUCTION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDE202503032,Demolition,2025-11-05 00:00:00,Residential,Demolition,27000,0,0,1,"1932 HALIFAX STREET, REGINA, SK S4P1T5",Address,Old 33,PROWESS CONSTRUCTION INC - ADRIAN MWELWA,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202503153,Foundation Repair,2025-11-05 00:00:00,Residential,Alteration and improvements,6325,0,0,,"427 ROYAL STREET, REGINA, SK S4R4Y5",Address,Industrial Centre,AAA SOLID FOUNDATION,Contractor,"210-Semi-Detached or Double House, single attached home"
PRMH202503147,Plumbing,2025-11-05 00:00:00,Commercial,Mechanical,37945.2,0,0,,"2915 13TH AVENUE, REGINA, SK S4T1N8",Address,Old 33,CROMBIE FC PROPERTIES LIMITED,Property Owner,"510-Retail and wholesale outlets; retail outlet, department store, photographic studio, rental service, beauty salon, hairdressing salon, lumber yard, dry cleaner, laundromat"
PRRN202503026,Renovation/Alteration,2025-11-05 00:00:00,Residential,Alteration and improvements,10000,0,0,,"19 LINCOLN DRIVE, REGINA, SK S4S2V7",Address,Albert Park,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202503110,Renovation/Alteration,2025-11-05 00:00:00,Residential,Alteration and improvements,30000,0,0,,"186 N QUEBEC STREET, REGINA, SK S4R2S1",Address,North Annex,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503078,Single/Semi-Detached Dwelling 1-2 units,2025-11-05 00:00:00,Residential,New construction,173800,1,2,,"3032 DUMONT WAY, REGINA, SK S4V4E4",Address,The Towns,ROHIT COMMUNITIES INC.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503098,Single/Semi-Detached Dwelling 1-2 units,2025-11-05 00:00:00,Residential,New construction,650000,1,2,,"4106 FIELDSTONE WAY, REGINA, SK S4V3V3",Address,The Creeks,VARSITY HOMES LTD.,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503101,Single/Semi-Detached Dwelling 1-2 units,2025-11-05 00:00:00,Residential,New construction,182710,1,2,,"3020 DUMONT WAY, REGINA, SK S4V4E4",Address,The Towns,ROHIT COMMUNITIES INC.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202502808,Secondary Suite,2025-11-05 00:00:00,Residential,Alteration and improvements,55000,1,0,,"5309 E NICHOLSON AVENUE, REGINA, SK S4V4B3",Address,The Towns,PROWESS CONSTRUCTION INC - ADRIAN MWELWA,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRNR202502545,New Commercial,2025-11-06 00:00:00,Commercial,New construction,3200000,0,1,,"4580 PARLIAMENT AVENUE, REGINA, SK S4W0T7",Address,Harbour Landing,CALIBER CONSTRUCTION GROUP INC. - CURTIS BUHAY,Contractor,"572-Service station, repair garage and specialty shop; gasoline station, service station/car wash, muffler shop, transmission shop, service station/garage"
PRNR202502546,New Commercial,2025-11-06 00:00:00,Commercial,New construction,2900000,0,1,,"4580 PARLIAMENT AVENUE, REGINA, SK S4W0T7",Address,Harbour Landing,SHERWOOD CO-OPERATIVE ASSOCIATION LIMITED,Property Owner,"572-Service station, repair garage and specialty shop; gasoline station, service station/car wash, muffler shop, transmission shop, service station/garage"
PRRN202502199,Renovation/Alteration,2025-11-06 00:00:00,Industrial,Alteration and improvements,120000,0,0,,"110 KRESS STREET, REGINA, SK S4N5Y3",Address,Industrial Ross,CUMMINS CANADA ULC,Property Owner,"460-Storage building; warehouse (for storage purposes only), industrial mall, grain elevator, locker rental, silo, quonset, refrigerated storage terminal"
PRSF202502680,Single/Semi-Detached Dwelling 1-2 units,2025-11-06 00:00:00,Residential,New construction,300000,1,1,,"1168 LINDSAY STREET, REGINA, SK S4N3B1",Address,Eastern Annex,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503055,Single/Semi-Detached Dwelling 1-2 units,2025-11-06 00:00:00,Residential,New construction,163240,1,2,,"1749 WEST MARKET STREET, REGINA, SK S4Y0G2",Address,Westerra,ROHIT COMMUNITIES,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503056,Single/Semi-Detached Dwelling 1-2 units,2025-11-06 00:00:00,Residential,New construction,163240,1,2,,"1753 WEST MARKET STREET, REGINA, SK S4Y0G2",Address,Westerra,ROHIT COMMUNITIES,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDE202503133,Demolition,2025-11-07 00:00:00,Residential,Demolition,0,0,0,1,"1138 ATKINSON STREET, REGINA, SK S4N3V4",Address,Eastern Annex,HIBBERT HOMES & RENOVATIONS INC.,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRGA202502756,Garage/Carport,2025-11-07 00:00:00,Residential,Garage/Carport/Accessory Structure,15000,0,0,,"1785 WEST MARKET STREET, REGINA, SK S4Y0G2",Address,Westerra,REILLYS CONSTRUCTION LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRMU202501406,Multi-Unit Dwelling 3+ Units,2025-11-07 00:00:00,Commercial,Superstructure or part of new building,9802503.5,49,6,,"1222 15TH AVENUE, REGINA, SK S4P0Y7",Address,Old 33,102158460 SASKATCHEWAN LTD.,Property Owner,315-Apartment - Condominium
PRRN202502429,Renovation/Alteration,2025-11-07 00:00:00,Commercial,Alteration and improvements,200000,0,2,,"2810 DEWDNEY AVENUE, REGINA, SK S4T0X7",Address,Old 33,MOUNTAIN OF FIRE AND MIRACLES MINISTRIES REGINA INC.,Property Owner,"660-Religious building; church, cathedral, temple, citadel, synagogue"
PRSS202502930,Secondary Suite,2025-11-07 00:00:00,Residential,Alteration and improvements,100000,1,0,,"1450 ARTHUR STREET, REGINA, SK S4T4W1",Address,Belvedere,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202503029,Secondary Suite,2025-11-07 00:00:00,Residential,Alteration and improvements,58000,1,0,,"3116 GREEN TURTLE ROAD, REGINA, SK S4V4C5",Address,The Towns,AMBER CONSTRUCTION LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202502941,Single/Semi-Detached Dwelling 1-2 units,2025-11-07 00:00:00,Residential,New construction,330000,2,2,,"1142 N POLEY STREET, REGINA, SK S4X0K2",Address,Hawkstone,UNITED HOLDING INC.,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503052,Single/Semi-Detached Dwelling 1-2 units,2025-11-07 00:00:00,Residential,New construction,160380,1,2,,"1741 WEST MARKET STREET, REGINA, SK S4Y0G2",Address,Westerra,ROHIT COMMUNITIES,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503053,Single/Semi-Detached Dwelling 1-2 units,2025-11-07 00:00:00,Residential,New construction,160380,1,0,,"1745 WEST MARKET STREET, REGINA, SK S4Y0G2",Address,Westerra,ROHIT COMMUNITIES,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDK202502815,Deck/Sunroom,2025-11-10 00:00:00,Residential,Alteration and improvements,5000,0,0,,"1367 RETALLACK STREET, REGINA, SK S4T2J1",Address,Old 33,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202503144,Renovation/Alteration,2025-11-10 00:00:00,Residential,Alteration and improvements,3600,0,0,,"3144 GREEN TURTLE ROAD, REGINA, SK S4V4C5",Address,The Towns,TECHNIQUE CONSTRUCTION INC. - KEVIN WASSILL,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202502884,Foundation Repair,2025-11-11 00:00:00,Residential,Alteration and improvements,20000,0,0,,"2959 KUTARNA CRESCENT, REGINA, SK S4V0T2",Address,Wood Meadows,RSR CONSTRUCTION - TERRY PAUN,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202502990,Foundation Repair,2025-11-11 00:00:00,Residential,Alteration and improvements,60000,0,0,,"103 SUNSET DRIVE, REGINA, SK S4S5V7",Address,Albert Park,RSR CONSTRUCTION - TERRY PAUN,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRBS202503200,Basement Development,2025-11-12 00:00:00,Residential,Alteration and improvements,46831,0,0,,"8725 HINCKS LANE, REGINA, SK S4Y0B9",Address,Edgewater,HOPE CONSTRUCTION LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDE202502757,Demolition,2025-11-12 00:00:00,Commercial,Demolition,10000,0,0,,"5048 SHERWOOD DRIVE, REGINA, SK S4R4C2",Address,Normanview,ISLAMIC SOCIETY OF REGINA,Property Owner,"660-Religious building; church, cathedral, temple, citadel, synagogue"
PRFR202503149,Foundation Repair,2025-11-12 00:00:00,Residential,Alteration and improvements,2000,0,0,,"732 EMPRESS STREET, REGINA, SK S4T5C8",Address,Rosemont North,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202503195,Foundation Repair,2025-11-12 00:00:00,Residential,Alteration and improvements,40000,0,0,,"1731 E HUNTER PLACE, REGINA, SK S4V0P3",Address,Gardiner Park,GCA CONSTRUCTION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRGA202502561,Garage/Carport,2025-11-12 00:00:00,Residential,Garage/Carport/Accessory Structure,127000,0,0,,"1410 KENT STREET, REGINA, SK S4T6P6",Address,Mount Royal,HOPE CONSTRUCTION LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRGA202503126,Garage/Carport,2025-11-12 00:00:00,Residential,Garage/Carport/Accessory Structure,30000,0,0,,"2805 ROCHDALE BOULEVARD, REGINA, SK S4X0N1",Address,Hawkstone,VARSITY HOMES LTD.,Contractor,"210-Semi-Detached or Double House, single attached home"
PRGA202503129,Garage/Carport,2025-11-12 00:00:00,Residential,Garage/Carport/Accessory Structure,30000,0,0,,"2809 ROCHDALE BOULEVARD, REGINA, SK S4X0N1",Address,Hawkstone,VARSITY HOMES LTD.,Property Owner,"210-Semi-Detached or Double House, single attached home"
PRGA202503189,Garage/Carport,2025-11-12 00:00:00,Residential,Garage/Carport/Accessory Structure,15000,0,0,,"5321 E BUCKINGHAM DRIVE, REGINA, SK S4V4B6",Address,The Towns,REDACTED,Property Owner,"330-Row House, garden home, town house, carriage home, quadrex"
PRRN202502983,Renovation/Alteration,2025-11-12 00:00:00,Commercial,Alteration and improvements,19000,0,0,,"1510 12TH AVENUE, REGINA, SK S4P0L5",Address,Old 33,CARMICHAEL OUTREACH INC.,Property Owner,"650-Day care, nursing home, rest home, home for the blind, charitable home, detoxification center"
PRSS202503067,Secondary Suite,2025-11-12 00:00:00,Residential,Alteration and improvements,65350,1,0,,"3209 VALLEY GREEN ROAD, REGINA, SK S4V3R2",Address,The Towns,DHAMI CONSTRUCTION INC.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202503095,Secondary Suite,2025-11-12 00:00:00,Residential,Alteration and improvements,80000,1,0,,"2805 ROCHDALE BOULEVARD, REGINA, SK S4X0N1",Address,Hawkstone,VARSITY HOMES LTD. - JESSE LUKOWICH,Contractor,"210-Semi-Detached or Double House, single attached home"
PRSF202502977,Single/Semi-Detached Dwelling 1-2 units,2025-11-12 00:00:00,Residential,New construction,320100,2,2,,"1725 MUSTARD STREET, REGINA, SK S4Y0G1 | 1729 MUSTARD STREET, REGINA, SK S4Y0G1",Address,Westerra,WESTERRA DEVELOPMENT CORP.,Contractor,"210-Semi-Detached or Double House, single attached home"
PRSF202503065,Single/Semi-Detached Dwelling 1-2 units,2025-11-12 00:00:00,Residential,New construction,250000,1,2,,"1424 N KINGBIRD ROAD, REGINA, SK S4X0N6",Address,Kensington Greens,CRAWFORD HOMES (EBUILD),Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRAH202503083,Alternative Family Care Home,2025-11-13 00:00:00,Residential,Alteration and improvements,4000,0,0,,"979 LINDSAY STREET, REGINA, SK S4N3A7",Address,Eastview,SAYLAH SUITES PROPERTY MANAGEMENT LTD.,Property Owner,"210-Semi-Detached or Double House, single attached home"
PRAH202503084,Alternative Family Care Home,2025-11-13 00:00:00,Residential,Alteration and improvements,4000,0,0,,"979 LINDSAY STREET, REGINA, SK S4N3A7",Address,Eastview,SAYLAH SUITES PROPERTY MANAGEMENT LTD.,Property Owner,"210-Semi-Detached or Double House, single attached home"
PRBS202503046,Basement Development,2025-11-13 00:00:00,Residential,Alteration and improvements,90000,0,0,,"4204 E GREEN APPLE DRIVE, REGINA, SK S4V1M6",Address,The Greens on Gardiner,GRASSHOPPER CONSTRUCTION  - JEFF HARTNELL,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDE202502849,Demolition,2025-11-13 00:00:00,Residential,Demolition,$                 -,0,0,1,"3219 L'ARCHE CRESCENT, REGINA, SK S4S1M9",Address,Lakeview South,AUTHENTIC DEVELOPMENTS - JASON PIESINGER,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
